    Step   Residual-2-norm     Threshold      Energy
       87     2.25061e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       88     2.02905e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       89     1.89344e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       90     1.45724e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       91     1.16873e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       92     9.40431e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       93     6.94450e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       94     6.53779e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       95     4.84630e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       96     4.42037e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       97     3.27224e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       98     2.20703e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       99     2.03045e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
      100     1.70188e-08     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
